#Organism group,Host,Source type,Create date,Location,Food origin,Collection date
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:02:41Z","Turkey:Aegean Region, Mugla",,"2015"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:02:48Z","Turkey: Central Anatolia Region, Kayseri",,"2021"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:03:20Z","Turkey: Central Anatolia Region, Kayseri",,"2017"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:03:50Z","Turkey:Aegean Region, Mugla",,"2017"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:03:54Z","Turkey:Aegean Region, Mugla",,"2017"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:04:14Z","Turkey:Aegean Region, Mugla",,"2017"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:04:27Z","Turkey:Aegean Region, Mugla",,"2017"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:04:32Z","Turkey:Aegean Region, Mugla",,"2017"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:04:47Z","Turkey: East Anatolia Region, Elazg",,"2015"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:04:49Z","Turkey:Aegean Region, Mugla",,"2015"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:04:57Z","Turkey:Aegean Region, Mugla",,"2014"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:05:03Z","Turkey: Central Anatolia Region, Kayseri",,"2015"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:05:10Z","Turkey:Aegean Region, Mugla",,"2014"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:05:13Z","Turkey: Central Anatolia Region, Kayseri",,"2014"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:05:23Z","Turkey:Black Sea Region: Rize",,"2015"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:05:28Z","Turkey:Marmara Region, Duzce",,"2015"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-01-17T16:05:37Z","Turkey: Central Anatolia Region, Kayseri",,"2014"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-04-18T18:20:11Z","Canada:Ontario",,"2023-09-07"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-04-19T17:00:46Z","Slovenia",,"2023"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-04-19T17:00:46Z","Slovenia",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-04-19T17:00:47Z","Slovenia",,"2023"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-04-19T17:00:47Z","Slovenia",,"2023"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-04-19T17:00:48Z","Slovenia",,"2023"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-04-19T17:00:48Z","Slovenia",,"2023"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-04-19T17:00:48Z","Slovenia",,"2023"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-04-30T18:01:11Z","USA:WA",,"2020-08-04"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-04-30T18:01:12Z","USA:ID",,"2020-07-13"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-04-30T18:01:13Z","USA:ID",,"2020-06-26"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-04-30T18:01:13Z","USA:WA",,"2020-06-16"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-04-30T18:01:17Z","USA:ID",,"2020-10-16"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-04-30T18:01:19Z","USA:WA",,"2020-04-15"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-05-17T14:52:29Z","USA:WA",,"2022-06-23"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-05-17T14:52:29Z","USA:WA",,"2022-08-26"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-05-17T14:52:30Z","USA:WA",,"2021-06-22"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-05-17T14:52:31Z","USA:WA",,"2021-08-31"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-05-17T14:52:31Z","USA:WA",,"2021-07-02"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2024-06-21T14:59:46Z","USA:WA",,"2021-06-16"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-07-08T03:16:56Z","Canada: Ontario",,"2021-08"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-07-08T03:17:07Z","Canada: Ontario",,"2021-08"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-07-08T03:17:48Z","Canada: Ontario",,"2021-08"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-07-08T03:17:55Z","France: Seine-Maritime",,"2021-10-29"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-12-17T04:01:58Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-12-17T04:02:06Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-12-17T04:02:14Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-12-17T04:02:21Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-12-17T04:02:23Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-12-17T04:02:29Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-12-17T04:02:31Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-12-17T04:02:38Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2024-12-17T04:02:38Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-01-06T19:21:53Z","Canada:Ontario",,"2024-05-06"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-01-06T19:21:53Z","Canada:Ontario",,"2024-04-02"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-01-06T19:21:53Z","Canada:Ontario",,"2024-03-21"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-01-06T19:21:58Z","Canada:Ontario",,"2024-02-22"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-01-06T19:21:59Z","Canada:Ontario",,"2024-06-19"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-01-06T19:22:02Z","Canada:Ontario",,"2024-05-27"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-01-06T19:22:02Z","Canada:Ontario",,"2024-05-06"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T13:35:52Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T13:35:53Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T13:51:02Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T13:51:05Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T13:51:12Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T14:06:21Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T14:06:27Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T14:06:41Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T14:21:37Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T14:21:45Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T14:22:27Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T14:36:49Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T14:36:57Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T14:37:43Z","Turkey: Sivas",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss",,"2025-01-13T14:52:02Z","Turkey: Kayseri",,"2022"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-06-11T18:46:08Z","Canada:Ontario",,"2024-09-25"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-07-10T20:36:45Z","USA:WA",,"2024-10-17"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-07-10T20:36:46Z","USA:WA",,"2024-07-11"
"Flavobacterium psychrophilum","Oncorhynchus mykiss","animal","2025-07-10T20:36:47Z","USA:WA",,"2024-05-13"
"Edwardsiella piscicida","Oncorhynchus mykiss","animal","2023-05-16T16:56:25Z","Canada: Ontario",,"2022-08-24"
"Edwardsiella piscicida","Oncorhynchus mykiss","animal","2023-10-08T00:49:44Z","Canada: Nova Scotia",,"2021-08-10"
"Edwardsiella piscicida","Oncorhynchus mykiss","animal","2023-10-08T00:49:45Z","Canada: Newfoundland and Labrador",,"2021-08-05"
"Edwardsiella piscicida","Oncorhynchus mykiss","animal","2023-10-08T00:49:47Z","Canada: Ontario",,"2021-08-04"
"Edwardsiella piscicida","Oncorhynchus mykiss",,"2024-10-15T13:37:07Z","USA: North Carolina",,"2019"
"Edwardsiella piscicida","Oncorhynchus mykiss","animal","2025-01-06T19:21:56Z","Canada:New Brunswick",,"2023-10-03"
"Edwardsiella piscicida","Oncorhynchus mykiss","animal","2025-06-11T18:46:05Z","Canada:New Brunswick",,"2024-09-05"
"Aeromonas sobria","Oncorhynchus mykiss",,"2019-06-11T21:30:27Z","not available",,
"Aeromonas sobria","Oncorhynchus mykiss",,"2019-06-11T21:31:27Z","not available",,
"Aeromonas sobria","fish",,"2019-06-11T22:02:35Z","not available",,
"Aeromonas sobria","fish",,"2019-06-11T22:26:16Z","not available",,
"Aeromonas sobria","Oncorhynchus mykiss",,"2019-08-26T16:08:25Z","Peru:Lima",,"2018-07"
"Aeromonas sobria","fish",,"2021-05-14T14:40:40Z",,,"1976"
"Aeromonas sobria","Oncorhynchus mykiss",,"2023-05-09T00:02:16Z","Peru:Puno",,"2018-09"
"Aeromonas sobria","Oncorhynchus mykiss",,"2023-05-09T00:02:16Z","Peru:Junin",,"2019-10"
"Aeromonas sobria","Oncorhynchus mykiss",,"2023-05-09T00:02:17Z","Peru:Junin",,"2019-10"
"Aeromonas sobria","Oncorhynchus mykiss",,"2023-05-09T00:02:17Z","Peru:Junin",,"2018-08"
"Aeromonas sobria","Oncorhynchus mykiss",,"2023-05-09T00:02:17Z","Peru:Junin",,"2018-08"
"Aeromonas sobria","Oncorhynchus mykiss","animal","2023-10-08T00:49:48Z","Canada: Ontario",,"2021-04-13"
"Shewanella algae","fish",,"2021-03-24T17:48:24Z","Senegal",,"1980"
"Shewanella algae","fish",,"2021-03-24T17:48:27Z","Denmark",,"1995"
"Streptococcus iniae","Oncorhynchus mykiss",,"2018-10-23T10:24:40Z","Reunion",,"1996"
"Streptococcus iniae","Oncorhynchus mykiss",,"2018-10-23T10:27:17Z","Israel",,"1998"
"Streptococcus iniae","Oncorhynchus mykiss",,"2018-10-23T10:27:44Z","Israel",,"2000"
"Streptococcus iniae","fish",,"2018-10-30T13:11:22Z","Canada",,"1996"
"Streptococcus iniae","fish",,"2016-06-02T13:04:16Z","China",,"2010-04-14"
"Yersinia ruckeri","fish",,"2015-07-19T10:32:09Z","Finland",,"1900/2008"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2016-11-17T20:04:16Z","Australia: Tasmania",,"1989"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2016-11-17T20:04:29Z","Australia: Tasmania",,"1989"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2016-11-18T12:17:16Z","Australia: Tasmania",,"2011"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2016-11-18T13:03:52Z","Australia: Tasmania",,"2000"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2016-11-18T13:05:24Z","Australia: Tasmania",,"2002"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2019-08-26T16:08:34Z","Peru:Lima",,"2018-07"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-05-02T16:01:08Z","Canada: Ontario",,"1984"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-05-02T16:01:33Z","USA: Idaho",,"1968"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-05-02T16:01:41Z","United Kingdom",,
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-05-02T16:01:56Z","Sweden: Storsjon",,"2017-04-20"
"Yersinia ruckeri","Oncorhynchus mykiss","animal","2022-08-02T20:37:47Z","USA:WA",,"2020-02-03"
"Yersinia ruckeri","Oncorhynchus mykiss","animal","2022-08-02T20:37:47Z","USA:WA",,"2020-01-27"
"Yersinia ruckeri","Oncorhynchus mykiss","animal","2022-08-02T20:37:51Z","USA:WA",,"2020-01-09"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:46:26Z","Norway",,"1987"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:46:33Z","Norway",,"2002"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:46:37Z","Norway",,"2002"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:47:36Z","Norway",,"1994"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:48:56Z","United Kingdom: England",,"1998"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:49:25Z","United Kingdom: England",,"1984"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:49:28Z","United Kingdom: England",,"1993"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:49:42Z","USA",,"1979"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:49:46Z","United Kingdom: England",,"2004"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:50:10Z","USA",,"1981"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:50:26Z","USA",,"1978"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:50:35Z","USA",,"1979"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:51:01Z","USA",,"1978"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:51:11Z","USA",,"1963"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-11T04:51:11Z","USA",,"1978"
"Yersinia ruckeri","Oncorhynchus mykiss",,"2022-11-28T19:58:08Z","Norway",,"2002"
"Yersinia ruckeri","Oncorhynchus mykiss","animal","2022-12-22T19:44:49Z","USA: OH",,"2022-02-11"
"Yersinia ruckeri","Oncorhynchus mykiss","animal","2023-10-07T16:56:49Z","Canada: New Brunswick",,"2021-08-25"
"Yersinia ruckeri","Oncorhynchus mykiss","animal","2024-05-17T15:48:31Z","USA:WA",,"2021-04-27"
"Yersinia ruckeri","Oncorhynchus mykiss","animal","2024-05-17T15:48:32Z","USA:WA",,"2021-01-27"
"Yersinia ruckeri","Oncorhynchus mykiss","animal","2024-05-17T15:48:37Z","USA:WA",,"2022-08-26"
"Yersinia ruckeri","Oncorhynchus mykiss","animal","2025-06-11T18:46:05Z","Canada:Newfoundland and Labrador",,"2024-07-19"
"Streptococcus agalactiae","fish",,"2021-11-25T04:05:07Z","Thailand",,
"Streptococcus agalactiae","fish",,"2021-11-25T04:23:05Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:23:08Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:24:08Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:24:17Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:24:25Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:24:40Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:24:57Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:04Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:07Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:11Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:15Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:19Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:23Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:27Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:34Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:38Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:42Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:45Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:50Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:25:58Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:26:06Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:26:21Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:27:08Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:27:15Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:27:46Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:28:01Z","Hong Kong",,"2017"
"Streptococcus agalactiae","fish",,"2021-11-25T04:28:07Z","Hong Kong",,"2017"
"Enterobacter hormaechei","fish",,"2024-02-08T04:11:20Z","Germany",,"2018"
"Enterobacter hormaechei","fish",,"2024-02-08T04:11:21Z","Germany",,"2018"
